Entity,Code,Date,Cumulative tests,Cumulative tests per million,Total confirmed cases (cases),Confirmed cases per million (cases per million),Total confirmed deaths (deaths),Confirmed deaths per million (deaths per million)
Afghanistan,AFG,31-Dec-19,,,0,0,0,0
Afghanistan,AFG,1-Jan-20,,,0,0,0,0
Afghanistan,AFG,2-Jan-20,,,0,0,0,0
Afghanistan,AFG,3-Jan-20,,,0,0,0,0
Afghanistan,AFG,4-Jan-20,,,0,0,0,0
Afghanistan,AFG,5-Jan-20,,,0,0,0,0
Afghanistan,AFG,6-Jan-20,,,0,0,0,0
Afghanistan,AFG,7-Jan-20,,,0,0,0,0
Afghanistan,AFG,8-Jan-20,,,0,0,0,0
Afghanistan,AFG,9-Jan-20,,,0,0,0,0
Afghanistan,AFG,10-Jan-20,,,0,0,0,0
Afghanistan,AFG,11-Jan-20,,,0,0,0,0
Afghanistan,AFG,12-Jan-20,,,0,0,0,0
Afghanistan,AFG,13-Jan-20,,,0,0,0,0
Afghanistan,AFG,14-Jan-20,,,0,0,0,0
Afghanistan,AFG,15-Jan-20,,,0,0,0,0
Afghanistan,AFG,16-Jan-20,,,0,0,0,0
Afghanistan,AFG,17-Jan-20,,,0,0,0,0
Afghanistan,AFG,18-Jan-20,,,0,0,0,0
Afghanistan,AFG,19-Jan-20,,,0,0,0,0
Afghanistan,AFG,20-Jan-20,,,0,0,0,0
Afghanistan,AFG,21-Jan-20,,,0,0,0,0
Afghanistan,AFG,22-Jan-20,,,0,0,0,0
Afghanistan,AFG,23-Jan-20,,,0,0,0,0
Afghanistan,AFG,24-Jan-20,,,0,0,0,0
Afghanistan,AFG,25-Jan-20,,,0,0,0,0
Afghanistan,AFG,26-Jan-20,,,0,0,0,0
Afghanistan,AFG,27-Jan-20,,,0,0,0,0
Afghanistan,AFG,28-Jan-20,,,0,0,0,0
Afghanistan,AFG,29-Jan-20,,,0,0,0,0
Afghanistan,AFG,30-Jan-20,,,0,0,0,0
Afghanistan,AFG,31-Jan-20,,,0,0,0,0
Afghanistan,AFG,1-Feb-20,,,0,0,0,0
Afghanistan,AFG,2-Feb-20,,,0,0,0,0
Afghanistan,AFG,3-Feb-20,,,0,0,0,0
Afghanistan,AFG,4-Feb-20,,,0,0,0,0
Afghanistan,AFG,5-Feb-20,,,0,0,0,0
Afghanistan,AFG,6-Feb-20,,,0,0,0,0
Afghanistan,AFG,7-Feb-20,,,0,0,0,0
Afghanistan,AFG,8-Feb-20,,,0,0,0,0
Afghanistan,AFG,9-Feb-20,,,0,0,0,0
Afghanistan,AFG,10-Feb-20,,,0,0,0,0
Afghanistan,AFG,11-Feb-20,,,0,0,0,0
Afghanistan,AFG,12-Feb-20,,,0,0,0,0
Afghanistan,AFG,13-Feb-20,,,0,0,0,0
Afghanistan,AFG,14-Feb-20,,,0,0,0,0
Afghanistan,AFG,15-Feb-20,,,0,0,0,0
Afghanistan,AFG,16-Feb-20,,,0,0,0,0
Afghanistan,AFG,17-Feb-20,,,0,0,0,0
Afghanistan,AFG,18-Feb-20,,,0,0,0,0
Afghanistan,AFG,19-Feb-20,,,0,0,0,0
Afghanistan,AFG,20-Feb-20,,,0,0,0,0
Afghanistan,AFG,21-Feb-20,,,0,0,0,0
Afghanistan,AFG,22-Feb-20,,,0,0,0,0
Afghanistan,AFG,23-Feb-20,,,0,0,0,0
Afghanistan,AFG,24-Feb-20,,,0,0,0,0
Afghanistan,AFG,25-Feb-20,,,1,0.025688225,0,0
Afghanistan,AFG,26-Feb-20,,,1,0.025688225,0,0
Afghanistan,AFG,27-Feb-20,,,1,0.025688225,0,0
Afghanistan,AFG,28-Feb-20,,,1,0.025688225,0,0
Afghanistan,AFG,29-Feb-20,,,1,0.025688225,0,0
Afghanistan,AFG,1-Mar-20,,,1,0.025688225,0,0
Afghanistan,AFG,2-Mar-20,,,1,0.025688225,0,0
Afghanistan,AFG,8-Mar-20,,,4,0.102752902,0,0
Afghanistan,AFG,11-Mar-20,,,7,0.179817578,0,0
Afghanistan,AFG,15-Mar-20,,,10,0.256882254,0,0
Afghanistan,AFG,16-Mar-20,,,16,0.411011607,0,0
Afghanistan,AFG,17-Mar-20,,,21,0.539452734,0,0
Afghanistan,AFG,18-Mar-20,,,22,0.56514096,0,0
Afghanistan,AFG,19-Mar-20,,,22,0.56514096,0,0
Afghanistan,AFG,20-Mar-20,,,22,0.56514096,0,0
Afghanistan,AFG,21-Mar-20,,,24,0.616517411,0,0
Afghanistan,AFG,22-Mar-20,,,24,0.616517411,0,0
Afghanistan,AFG,23-Mar-20,,,34,0.873399665,0,0
Afghanistan,AFG,24-Mar-20,,,40,1.027529018,1,0.025688225
Afghanistan,AFG,25-Mar-20,,,42,1.078905469,1,0.025688225
Afghanistan,AFG,26-Mar-20,,,75,1.926616909,1,0.025688225
Afghanistan,AFG,27-Mar-20,,,75,1.926616909,1,0.025688225
Afghanistan,AFG,28-Mar-20,,,91,2.337628516,2,0.051376451
Afghanistan,AFG,29-Mar-20,,,106,2.722951898,3,0.077064676
Afghanistan,AFG,30-Mar-20,,,114,2.928457701,4,0.102752902
Afghanistan,AFG,31-Mar-20,,,141,3.622039788,4,0.102752902
Afghanistan,AFG,1-Apr-20,,,166,4.264245425,4,0.102752902
Afghanistan,AFG,2-Apr-20,,,192,4.932139286,4,0.102752902
Afghanistan,AFG,3-Apr-20,,,235,6.036732981,4,0.102752902
Afghanistan,AFG,4-Apr-20,,,235,6.036732981,4,0.102752902
Afghanistan,AFG,5-Apr-20,,,270,6.935820871,5,0.128441127
Afghanistan,AFG,6-Apr-20,,,299,7.68077941,7,0.179817578
Afghanistan,AFG,7-Apr-20,,,337,8.656931977,7,0.179817578
Afghanistan,AFG,8-Apr-20,,,367,9.42757874,11,0.28257048
Afghanistan,AFG,9-Apr-20,,,423,10.86611937,14,0.359635156
Afghanistan,AFG,10-Apr-20,,,484,12.43310112,15,0.385323382
Afghanistan,AFG,11-Apr-20,,,521,13.38356546,15,0.385323382
Afghanistan,AFG,12-Apr-20,,,555,14.25696512,18,0.462388058
Afghanistan,AFG,13-Apr-20,,,607,15.59275285,18,0.462388058
Africa,,31-Dec-19,,,0,0,0,0
Africa,,1-Jan-20,,,0,0,0,0
Africa,,2-Jan-20,,,0,0,0,0
Africa,,3-Jan-20,,,0,0,0,0
Africa,,4-Jan-20,,,0,0,0,0
Africa,,5-Jan-20,,,0,0,0,0
Africa,,6-Jan-20,,,0,0,0,0
Africa,,7-Jan-20,,,0,0,0,0
Africa,,8-Jan-20,,,0,0,0,0
Africa,,9-Jan-20,,,0,0,0,0
Africa,,10-Jan-20,,,0,0,0,0
Africa,,11-Jan-20,,,0,0,0,0
Africa,,12-Jan-20,,,0,0,0,0
Africa,,13-Jan-20,,,0,0,0,0
Africa,,14-Jan-20,,,0,0,0,0
Africa,,15-Jan-20,,,0,0,0,0
Africa,,16-Jan-20,,,0,0,0,0
Africa,,17-Jan-20,,,0,0,0,0
Africa,,18-Jan-20,,,0,0,0,0
Africa,,19-Jan-20,,,0,0,0,0
Africa,,20-Jan-20,,,0,0,0,0
Africa,,21-Jan-20,,,0,0,0,0
Africa,,22-Jan-20,,,0,0,0,0
Africa,,23-Jan-20,,,0,0,0,0
Africa,,24-Jan-20,,,0,0,0,0
Africa,,25-Jan-20,,,0,0,0,0
Africa,,26-Jan-20,,,0,0,0,0
Africa,,27-Jan-20,,,0,0,0,0
Africa,,28-Jan-20,,,0,0,0,0
Africa,,29-Jan-20,,,0,0,0,0
Africa,,30-Jan-20,,,0,0,0,0
Africa,,31-Jan-20,,,0,0,0,0
Africa,,1-Feb-20,,,0,0,0,0
Africa,,2-Feb-20,,,0,0,0,0
Africa,,3-Feb-20,,,0,0,0,0
Africa,,4-Feb-20,,,0,0,0,0
Africa,,5-Feb-20,,,0,0,0,0
Africa,,6-Feb-20,,,0,0,0,0
Africa,,7-Feb-20,,,0,0,0,0
Africa,,8-Feb-20,,,0,0,0,0
Africa,,9-Feb-20,,,0,0,0,0
Africa,,10-Feb-20,,,0,0,0,0
Africa,,11-Feb-20,,,0,0,0,0
Africa,,12-Feb-20,,,0,0,0,0
Africa,,13-Feb-20,,,0,0,0,0
Africa,,14-Feb-20,,,0,0,0,0
Africa,,15-Feb-20,,,1,0.000745936,0,0
Africa,,16-Feb-20,,,1,0.000745936,0,0
Africa,,17-Feb-20,,,1,0.000745936,0,0
Africa,,18-Feb-20,,,1,0.000745936,0,0
Africa,,19-Feb-20,,,1,0.000745936,0,0
Africa,,20-Feb-20,,,1,0.000745936,0,0
Africa,,21-Feb-20,,,1,0.000745936,0,0
Africa,,22-Feb-20,,,1,0.000745936,0,0
Africa,,23-Feb-20,,,1,0.000745936,0,0
Africa,,24-Feb-20,,,1,0.000745936,0,0
Africa,,25-Feb-20,,,1,0.000745936,0,0
Africa,,26-Feb-20,,,2,0.001491871,0,0
Africa,,27-Feb-20,,,2,0.001491871,0,0
Africa,,28-Feb-20,,,3,0.002237807,0,0
Africa,,29-Feb-20,,,3,0.002237807,0,0
Africa,,1-Mar-20,,,3,0.002237807,0,0
Africa,,2-Mar-20,,,6,0.004475614,0,0
Africa,,3-Mar-20,,,9,0.006713421,0,0
Africa,,4-Mar-20,,,11,0.008205293,0,0
Africa,,5-Mar-20,,,20,0.014918714,0,0
Africa,,6-Mar-20,,,29,0.021632135,0,0
Africa,,7-Mar-20,,,43,0.032075235,0,0
Africa,,8-Mar-20,,,44,0.032821171,0,0
Africa,,9-Mar-20,,,83,0.061912664,1,0.000745936
Africa,,10-Mar-20,,,95,0.070863892,1,0.000745936
Africa,,11-Mar-20,,,105,0.078323249,1,0.000745936
Africa,,12-Mar-20,,,118,0.088020413,2,0.001491871
Africa,,13-Mar-20,,,158,0.117857842,4,0.002983743
Africa,,14-Mar-20,,,202,0.150679013,5,0.003729679
Africa,,15-Mar-20,,,239,0.178278634,6,0.004475614
Africa,,16-Mar-20,,,324,0.241683169,8,0.005967486
Africa,,17-Mar-20,,,404,0.301358025,8,0.005967486
Africa,,18-Mar-20,,,494,0.368492239,12,0.008951228
Africa,,19-Mar-20,,,634,0.472923238,16,0.011934971
Africa,,20-Mar-20,,,736,0.54900868,17,0.012680907
Africa,,21-Mar-20,,,967,0.721319828,24,0.017902457
Africa,,22-Mar-20,,,1131,0.843653284,30,0.022378071
Africa,,23-Mar-20,,,1290,0.962257061,42,0.0313293
Africa,,24-Mar-20,,,1697,1.265852893,52,0.038788657
Africa,,25-Mar-20,,,2170,1.618680482,62,0.046248014
Africa,,26-Mar-20,,,2652,1.978221493,68,0.050723628
Africa,,27-Mar-20,,,3216,2.398929231,80,0.059674856
Africa,,28-Mar-20,,,3700,2.759962113,98,0.073101699
Africa,,29-Mar-20,,,4079,3.042671745,121,0.09025822
Africa,,30-Mar-20,,,4572,3.410418048,141,0.105176935
Africa,,31-Mar-20,,,5064,3.777418416,162,0.120841584
Africa,,1-Apr-20,,,5494,4.098170769,180,0.134268427
Africa,,2-Apr-20,,,6248,4.660606292,224,0.167089598
Africa,,3-Apr-20,,,6744,5.030590402,251,0.187229862
Africa,,4-Apr-20,,,7323,5.462487176,283,0.211099805
Africa,,5-Apr-20,,,8489,6.332248209,379,0.282709633
Africa,,6-Apr-20,,,9175,6.843960103,434,0.323736096
Africa,,7-Apr-20,,,9802,7.311661791,477,0.355811332
Africa,,8-Apr-20,,,10524,7.850227371,523,0.390124374
Africa,,9-Apr-20,,,11446,8.537980092,573,0.42742116
Africa,,10-Apr-20,,,12280,9.160090471,630,0.469939495
Africa,,11-Apr-20,,,12952,9.661359265,691,0.515441573
Africa,,12-Apr-20,,,13666,10.19395736,743,0.55423023
Africa,,13-Apr-20,,,14522,10.83247832,789,0.588543272
Albania,ALB,9-Mar-20,,,2,0.694975328,0,0
Albania,ALB,10-Mar-20,,,6,2.084925985,0,0
Albania,ALB,11-Mar-20,,,10,3.474876642,0,0
Albania,ALB,12-Mar-20,,,11,3.822364306,1,0.347487664
Albania,ALB,13-Mar-20,,,23,7.992216276,1,0.347487664
Albania,ALB,14-Mar-20,,,33,11.46709292,1,0.347487664
Albania,ALB,15-Mar-20,,,38,13.20453124,1,0.347487664
Albania,ALB,16-Mar-20,,,42,14.5944819,1,0.347487664
Albania,ALB,17-Mar-20,,,51,17.72187087,1,0.347487664
Albania,ALB,18-Mar-20,,,55,19.11182153,1,0.347487664
Albania,ALB,19-Mar-20,,,59,20.50177219,2,0.694975328
Albania,ALB,20-Mar-20,,,70,24.32413649,2,0.694975328
Albania,ALB,21-Mar-20,,,70,24.32413649,2,0.694975328
Albania,ALB,22-Mar-20,,,76,26.40906248,2,0.694975328
Albania,ALB,23-Mar-20,,,89,30.92640211,2,0.694975328
Albania,ALB,24-Mar-20,,,100,34.74876642,4,1.389950657
Albania,ALB,25-Mar-20,,,123,42.7409827,5,1.737438321
Albania,ALB,26-Mar-20,,,146,50.73319897,5,1.737438321
Albania,ALB,27-Mar-20,,,174,60.46285357,6,2.084925985
Albania,ALB,28-Mar-20,,,186,64.63270554,9,3.127388978
Albania,ALB,29-Mar-20,,,197,68.45506985,10,3.474876642
Albania,ALB,30-Mar-20,,,212,73.66738481,10,3.474876642
Albania,ALB,31-Mar-20,,,223,77.48974911,12,4.16985197
Albania,ALB,1-Apr-20,,,243,84.4395024,15,5.212314963
Albania,ALB,2-Apr-20,,,259,89.99930502,15,5.212314963
Albania,ALB,3-Apr-20,,,277,96.25408298,16,5.559802627
Albania,ALB,4-Apr-20,,,304,105.6362499,17,5.907290291
Albania,ALB,5-Apr-20,,,333,115.7133922,19,6.60226562
Albania,ALB,6-Apr-20,,,361,125.4430468,21,7.297240948
Albania,ALB,7-Apr-20,,,377,131.0028494,22,7.644728612
Albania,ALB,8-Apr-20,,,383,133.0877754,22,7.644728612
Albania,ALB,9-Apr-20,,,400,138.9950657,22,7.644728612
Albania,ALB,10-Apr-20,,,409,142.1224547,23,7.992216276
Albania,ALB,11-Apr-20,,,416,144.5548683,23,7.992216276
Albania,ALB,12-Apr-20,,,433,150.4621586,23,7.992216276
Albania,ALB,13-Apr-20,,,446,154.9794982,23,7.992216276
Algeria,DZA,31-Dec-19,,,0,0,0,0
Algeria,DZA,1-Jan-20,,,0,0,0,0
Algeria,DZA,2-Jan-20,,,0,0,0,0
Algeria,DZA,3-Jan-20,,,0,0,0,0
Algeria,DZA,4-Jan-20,,,0,0,0,0
Algeria,DZA,5-Jan-20,,,0,0,0,0
Algeria,DZA,6-Jan-20,,,0,0,0,0
Algeria,DZA,7-Jan-20,,,0,0,0,0
Algeria,DZA,8-Jan-20,,,0,0,0,0
Algeria,DZA,9-Jan-20,,,0,0,0,0
Algeria,DZA,10-Jan-20,,,0,0,0,0
Algeria,DZA,11-Jan-20,,,0,0,0,0
Algeria,DZA,12-Jan-20,,,0,0,0,0
Algeria,DZA,13-Jan-20,,,0,0,0,0
Algeria,DZA,14-Jan-20,,,0,0,0,0
Algeria,DZA,15-Jan-20,,,0,0,0,0
Algeria,DZA,16-Jan-20,,,0,0,0,0
Algeria,DZA,17-Jan-20,,,0,0,0,0
Algeria,DZA,18-Jan-20,,,0,0,0,0
Algeria,DZA,19-Jan-20,,,0,0,0,0
Algeria,DZA,20-Jan-20,,,0,0,0,0
Algeria,DZA,21-Jan-20,,,0,0,0,0
Algeria,DZA,22-Jan-20,,,0,0,0,0
Algeria,DZA,23-Jan-20,,,0,0,0,0
Algeria,DZA,24-Jan-20,,,0,0,0,0
Algeria,DZA,25-Jan-20,,,0,0,0,0
Algeria,DZA,26-Jan-20,,,0,0,0,0
Algeria,DZA,27-Jan-20,,,0,0,0,0
Algeria,DZA,28-Jan-20,,,0,0,0,0
Algeria,DZA,29-Jan-20,,,0,0,0,0
Algeria,DZA,30-Jan-20,,,0,0,0,0
Algeria,DZA,31-Jan-20,,,0,0,0,0
Algeria,DZA,1-Feb-20,,,0,0,0,0
Algeria,DZA,2-Feb-20,,,0,0,0,0
Algeria,DZA,3-Feb-20,,,0,0,0,0
Algeria,DZA,4-Feb-20,,,0,0,0,0
Algeria,DZA,5-Feb-20,,,0,0,0,0
Algeria,DZA,6-Feb-20,,,0,0,0,0
Algeria,DZA,7-Feb-20,,,0,0,0,0
Algeria,DZA,8-Feb-20,,,0,0,0,0
Algeria,DZA,9-Feb-20,,,0,0,0,0
Algeria,DZA,10-Feb-20,,,0,0,0,0
Algeria,DZA,11-Feb-20,,,0,0,0,0
Algeria,DZA,12-Feb-20,,,0,0,0,0
Algeria,DZA,13-Feb-20,,,0,0,0,0
Algeria,DZA,14-Feb-20,,,0,0,0,0
Algeria,DZA,15-Feb-20,,,0,0,0,0
Algeria,DZA,16-Feb-20,,,0,0,0,0
Algeria,DZA,17-Feb-20,,,0,0,0,0
Algeria,DZA,18-Feb-20,,,0,0,0,0
Algeria,DZA,19-Feb-20,,,0,0,0,0
Algeria,DZA,20-Feb-20,,,0,0,0,0
Algeria,DZA,21-Feb-20,,,0,0,0,0
Algeria,DZA,22-Feb-20,,,0,0,0,0
Algeria,DZA,23-Feb-20,,,0,0,0,0
Algeria,DZA,24-Feb-20,,,0,0,0,0
Algeria,DZA,25-Feb-20,,,0,0,0,0
Algeria,DZA,26-Feb-20,,,1,0.022804475,0,0
Algeria,DZA,27-Feb-20,,,1,0.022804475,0,0
Algeria,DZA,28-Feb-20,,,1,0.022804475,0,0
Algeria,DZA,29-Feb-20,,,1,0.022804475,0,0
Algeria,DZA,1-Mar-20,,,1,0.022804475,0,0
Algeria,DZA,2-Mar-20,,,3,0.068413424,0,0
Algeria,DZA,4-Mar-20,,,5,0.114022373,0,0
Algeria,DZA,5-Mar-20,,,12,0.273653696,0,0
Algeria,DZA,6-Mar-20,,,17,0.38767607,0,0
Algeria,DZA,9-Mar-20,,,20,0.456089494,0,0
Algeria,DZA,12-Mar-20,,,20,0.456089494,0,0
Algeria,DZA,13-Mar-20,,,24,0.547307392,1,0.022804475
Algeria,DZA,14-Mar-20,,,26,0.592916342,2,0.045608949
Algeria,DZA,15-Mar-20,,,37,0.843765563,2,0.045608949
Algeria,DZA,16-Mar-20,,,48,1.094614785,4,0.091217899
Algeria,DZA,17-Mar-20,,,60,1.368268481,4,0.091217899
Algeria,DZA,18-Mar-20,,,60,1.368268481,5,0.114022373
Algeria,DZA,19-Mar-20,,,73,1.664726652,6,0.136826848
Algeria,DZA,20-Mar-20,,,82,1.869966924,7,0.159631323
Algeria,DZA,21-Mar-20,,,94,2.14362062,10,0.228044747
Algeria,DZA,22-Mar-20,,,94,2.14362062,10,0.228044747
Algeria,DZA,23-Mar-20,,,102,2.326056418,15,0.34206712
Algeria,DZA,24-Mar-20,,,189,4.310045715,17,0.38767607
Algeria,DZA,25-Mar-20,,,231,5.267833652,17,0.38767607
Algeria,DZA,26-Mar-20,,,264,6.020381317,17,0.38767607
Algeria,DZA,27-Mar-20,,,305,6.955364779,21,0.478893968
Algeria,DZA,28-Mar-20,,,305,6.955364779,21,0.478893968
Algeria,DZA,29-Mar-20,,,409,9.327030146,26,0.592916342
Algeria,DZA,30-Mar-20,,,454,10.35323151,29,0.661329766
Algeria,DZA,31-Mar-20,,,511,11.65308656,31,0.706938715
Algeria,DZA,1-Apr-20,,,584,13.31781322,35,0.798156614
Algeria,DZA,2-Apr-20,,,847,19.31539006,58,1.322659532
Algeria,DZA,3-Apr-20,,,847,19.31539006,58,1.322659532
Algeria,DZA,4-Apr-20,,,986,22.48521204,83,1.892771399
Algeria,DZA,5-Apr-20,,,1300,29.64581709,130,2.964581709
Algeria,DZA,6-Apr-20,,,1320,30.10190658,152,3.466280152
Algeria,DZA,7-Apr-20,,,1423,32.45076748,173,3.94517412
Algeria,DZA,8-Apr-20,,,1468,33.47696884,194,4.424068089
Algeria,DZA,9-Apr-20,,,1572,35.8486342,205,4.67491731
Algeria,DZA,10-Apr-20,,,1666,37.99225483,235,5.359051551
Algeria,DZA,11-Apr-20,,,1761,40.15867992,256,5.837945519
Algeria,DZA,12-Apr-20,,,1825,41.6181663,275,6.271230538
Algeria,DZA,13-Apr-20,,,1914,43.64776455,293,6.681711083
Andorra,AND,3-Mar-20,,,1,12.94247072,0,0
Andorra,AND,14-Mar-20,,,2,25.88494144,0,0
Andorra,AND,16-Mar-20,,,5,64.71235359,0,0
Andorra,AND,17-Mar-20,,,14,181.19459,0,0
Andorra,AND,18-Mar-20,,,14,181.19459,0,0
Andorra,AND,19-Mar-20,,,53,685.950948,0,0
Andorra,AND,20-Mar-20,,,75,970.6853038,0,0
Andorra,AND,21-Mar-20,,,75,970.6853038,0,0
Andorra,AND,22-Mar-20,,,88,1138.937423,0,0
Andorra,AND,23-Mar-20,,,113,1462.499191,0,0
Andorra,AND,24-Mar-20,,,133,1721.348605,0,0
Andorra,AND,25-Mar-20,,,164,2122.565198,0,0
Andorra,AND,26-Mar-20,,,188,2433.184495,0,0
Andorra,AND,27-Mar-20,,,224,2899.113441,3,38.82741215
Andorra,AND,28-Mar-20,,,267,3455.639682,3,38.82741215
Andorra,AND,29-Mar-20,,,308,3986.280981,4,51.76988287
Andorra,AND,30-Mar-20,,,334,4322.78522,6,77.65482431
Andorra,AND,31-Mar-20,,,370,4788.714166,8,103.5397657
Andorra,AND,1-Apr-20,,,376,4866.36899,12,155.3096486
Andorra,AND,2-Apr-20,,,390,5047.56358,14,181.19459
Andorra,AND,3-Apr-20,,,428,5539.377467,15,194.1370608
Andorra,AND,4-Apr-20,,,439,5681.744645,16,207.0795315
Andorra,AND,5-Apr-20,,,466,6031.191354,17,220.0220022
Andorra,AND,6-Apr-20,,,501,6484.17783,18,232.9644729
Andorra,AND,7-Apr-20,,,526,6807.739597,21,271.7918851
Andorra,AND,8-Apr-20,,,545,7053.646541,22,284.7343558
Andorra,AND,9-Apr-20,,,564,7299.553485,23,297.6768265
Andorra,AND,10-Apr-20,,,583,7545.460428,25,323.5617679
Andorra,AND,11-Apr-20,,,601,7778.424901,26,336.5042387
Andorra,AND,12-Apr-20,,,622,8050.216786,28,362.3891801
Andorra,AND,13-Apr-20,,,638,8257.296318,29,375.3316508
Angola,AGO,22-Mar-20,,,2,0.060852665,0,0
Angola,AGO,23-Mar-20,,,2,0.060852665,0,0
Angola,AGO,24-Mar-20,,,2,0.060852665,0,0
Angola,AGO,25-Mar-20,,,2,0.060852665,0,0
Angola,AGO,26-Mar-20,,,2,0.060852665,0,0
Angola,AGO,27-Mar-20,,,3,0.091278998,0,0
Angola,AGO,28-Mar-20,,,4,0.12170533,0,0
Angola,AGO,29-Mar-20,,,4,0.12170533,0,0
Angola,AGO,30-Mar-20,,,7,0.212984328,2,0.060852665
Angola,AGO,31-Mar-20,,,7,0.212984328,2,0.060852665
Angola,AGO,1-Apr-20,,,7,0.212984328,2,0.060852665
Angola,AGO,2-Apr-20,,,8,0.24341066,2,0.060852665
Angola,AGO,3-Apr-20,,,8,0.24341066,2,0.060852665
Angola,AGO,4-Apr-20,,,8,0.24341066,2,0.060852665
Angola,AGO,5-Apr-20,,,10,0.304263326,2,0.060852665
Angola,AGO,6-Apr-20,,,14,0.425968656,2,0.060852665
Angola,AGO,7-Apr-20,,,16,0.486821321,2,0.060852665
Angola,AGO,8-Apr-20,,,17,0.517247653,2,0.060852665
Angola,AGO,9-Apr-20,,,19,0.578100319,2,0.060852665
Angola,AGO,10-Apr-20,,,19,0.578100319,2,0.060852665
Angola,AGO,11-Apr-20,,,19,0.578100319,2,0.060852665
Angola,AGO,12-Apr-20,,,19,0.578100319,2,0.060852665
Angola,AGO,13-Apr-20,,,19,0.578100319,2,0.060852665
Anguilla,AIA,27-Mar-20,,,2,133.3155579,0,0
Anguilla,AIA,28-Mar-20,,,2,133.3155579,0,0
Anguilla,AIA,29-Mar-20,,,2,133.3155579,0,0
Anguilla,AIA,30-Mar-20,,,2,133.3155579,0,0
Anguilla,AIA,31-Mar-20,,,2,133.3155579,0,0
Anguilla,AIA,1-Apr-20,,,2,133.3155579,0,0
Anguilla,AIA,2-Apr-20,,,2,133.3155579,0,0
Anguilla,AIA,3-Apr-20,,,3,199.9733369,0,0
Anguilla,AIA,4-Apr-20,,,3,199.9733369,0,0
Anguilla,AIA,5-Apr-20,,,3,199.9733369,0,0
Anguilla,AIA,6-Apr-20,,,3,199.9733369,0,0
Anguilla,AIA,7-Apr-20,,,3,199.9733369,0,0
Anguilla,AIA,8-Apr-20,,,3,199.9733369,0,0
Anguilla,AIA,9-Apr-20,,,3,199.9733369,0,0
Anguilla,AIA,10-Apr-20,,,3,199.9733369,0,0
Anguilla,AIA,11-Apr-20,,,3,199.9733369,0,0
Anguilla,AIA,12-Apr-20,,,3,199.9733369,0,0
Anguilla,AIA,13-Apr-20,,,3,199.9733369,0,0
Antigua and Barbuda,ATG,15-Mar-20,,,1,10.21158402,0,0
Antigua and Barbuda,ATG,21-Mar-20,,,1,10.21158402,0,0
Antigua and Barbuda,ATG,22-Mar-20,,,1,10.21158402,0,0
Antigua and Barbuda,ATG,23-Mar-20,,,1,10.21158402,0,0
Antigua and Barbuda,ATG,24-Mar-20,,,1,10.21158402,0,0
Antigua and Barbuda,ATG,25-Mar-20,,,3,30.63475206,0,0
Antigua and Barbuda,ATG,26-Mar-20,,,3,30.63475206,0,0
Antigua and Barbuda,ATG,27-Mar-20,,,7,71.48108815,0,0
Antigua and Barbuda,ATG,28-Mar-20,,,7,71.48108815,0,0
Antigua and Barbuda,ATG,29-Mar-20,,,7,71.48108815,0,0
Antigua and Barbuda,ATG,30-Mar-20,,,7,71.48108815,0,0
Antigua and Barbuda,ATG,31-Mar-20,,,7,71.48108815,0,0
Antigua and Barbuda,ATG,1-Apr-20,,,7,71.48108815,0,0
Antigua and Barbuda,ATG,2-Apr-20,,,7,71.48108815,0,0
Antigua and Barbuda,ATG,3-Apr-20,,,9,91.90425619,0,0
Antigua and Barbuda,ATG,4-Apr-20,,,15,153.1737603,0,0
Antigua and Barbuda,ATG,5-Apr-20,,,15,153.1737603,0,0
Antigua and Barbuda,ATG,6-Apr-20,,,15,153.1737603,0,0
Antigua and Barbuda,ATG,7-Apr-20,,,15,153.1737603,0,0
Antigua and Barbuda,ATG,8-Apr-20,,,15,153.1737603,0,0
Antigua and Barbuda,ATG,9-Apr-20,,,15,153.1737603,0,0
Antigua and Barbuda,ATG,10-Apr-20,,,19,194.0200964,2,20.42316804
Antigua and Barbuda,ATG,11-Apr-20,,,21,214.4432644,2,20.42316804
Antigua and Barbuda,ATG,12-Apr-20,,,21,214.4432644,2,20.42316804
Antigua and Barbuda,ATG,13-Apr-20,,,21,214.4432644,2,20.42316804
Argentina,ARG,4-Mar-20,,,1,0.022125961,0,0
Argentina,ARG,6-Mar-20,,,2,0.044251922,0,0
Argentina,ARG,7-Mar-20,,,8,0.177007688,0,0
Argentina,ARG,8-Mar-20,,,9,0.199133649,1,0.022125961
Argentina,ARG,9-Mar-20,,,12,0.265511532,1,0.022125961
Argentina,ARG,11-Mar-20,,,19,0.420393259,1,0.022125961
Argentina,ARG,13-Mar-20,,,31,0.685904792,1,0.022125961
Argentina,ARG,14-Mar-20,,,34,0.752282675,2,0.044251922
Argentina,ARG,15-Mar-20,,,45,0.995668246,2,0.044251922
Argentina,ARG,16-Mar-20,,,56,1.239053817,2,0.044251922
Argentina,ARG,17-Mar-20,,,65,1.438187466,2,0.044251922
Argentina,ARG,18-Mar-20,,,79,1.74795092,2,0.044251922
Argentina,ARG,19-Mar-20,,,97,2.146218219,2,0.044251922
Argentina,ARG,20-Mar-20,,,128,2.83212301,3,0.066377883
Argentina,ARG,21-Mar-20,,,158,3.495901841,3,0.066377883
Argentina,ARG,22-Mar-20,,,225,4.978341229,4,0.088503844
Argentina,ARG,23-Mar-20,,,266,5.88550563,4,0.088503844
